no,TI,ID
53,VALSALVA-LIKE RETINOPATHY SPONTANEOUSLY OCCURRED AFTER OCULAR MASSAGE,adult;article;case report;female;human;japanese (people);laser membranotomy;massage;ocular massage;ophthalmic neodymium yag laser;ophthalmoscopy;optical coherence tomography;priority journal;retina hemorrhage;retinopathy;surgical technique;valsalva like retinopathy;visual acuity;visual impairment;vitreous hemorrhage
54,APPLICATION OF TENSEGRITY MASSAGE TO RELIVE COMPLICATIONS AFTER MASTECTOMY - CASE REPORT,adverse effects;back pain;case report;chest pain;female;human;massage;mastectomy;middle aged;muscle tone;pain;postoperative;pelvic girdle pain;procedures;rehabilitation nursing;shoulder pain;treatment outcome;back pain;chest pain;female;humans;massage;mastectomy;middle aged;muscle tonus;pain;postoperative;pelvic girdle pain;rehabilitation nursing;shoulder pain;treatment outcome
55,SOUND MASSAGE THERAPY FOR FIBROMYALGIA AS PART OF MULTI-COMPONENT PAIN THERAPY: A RANDOMIZED CONTROLLED TRIAL [KLANGSCHALEN-ENTSPANNUNG BEI FIBROMYALGIE IM RAHMEN EINER MULTIMODALEN SCHMERZTHERAPIE: EINE QUASI RANDOMISIERTE STUDIE],article;controlled study;fibromyalgia;fibromyalgia impact questionnaire;human;major clinical study;massage;pain;pain intensity;randomized controlled trial;sleep;sound;sound massage therapy;visual analog scale
56,"MASSAGE, MUSIC, AND ART THERAPY IN HOSPICE: RESULTS OF A NATIONAL SURVEY",art therapy;article;controlled study;cross-sectional study;follow up;health care quality;hospice care;human;major clinical study;massage;music therapy;profit;quality of life;randomized controlled trial;treatment outcome;treatment response;art therapy;health care personnel;hospice;hospice care;massage;music therapy;procedures;statistics and numerical data;united states;art therapy;cross-sectional studies;health personnel;hospice care;hospices;humans;massage;music therapy;united states
57,THE EFFECT OF ISOMETRIC MASSAGE ON GLOBAL GRIP STRENGTH AFTER CONSERVATIVE TREATMENT OF DISTAL RADIAL FRACTURES. PILOT STUDY [WPŁYW MASAŻU IZOMETRYCZNEGO NA SIŁĘ CHWYTU GLOBALNEGO CHORYCH PO LECZENIU ZACHOWAWCZYM ZŁAMAŃ DALSZEGO KOŃCA KOŚCI PROMIENIOWEJ. DONIESIENIE WSTĘPNE],colles' fracture;controlled study;female;fracture fixation;fracture healing;hand strength;human;kinesiotherapy;male;massage;muscle isometric contraction;physiology;pilot study;procedures;randomized controlled trial;treatment outcome;colles' fracture;exercise therapy;female;fracture fixation;fracture healing;hand strength;humans;isometric contraction;male;massage;pilot projects;treatment outcome
58,BACK MASSAGE INTERVENTION FOR RELIEVING LOWER BACK PAIN IN PUERPERAL WOMEN: A RANDOMIZED CONTROL TRIAL STUDY,adult;controlled study;female;human;low back pain;massage;pain measurement;puerperal disorders;randomized controlled trial;adult;female;humans;low back pain;massage;pain measurement;puerperal disorders
59,A DECADE OF BUILDING MASSAGE THERAPY SERVICES AT AN ACADEMIC MEDICAL CENTER AS PART OF A HEALING ENHANCEMENT PROGRAM,education;human;integrative medicine;massage;organization and management;outpatient department;procedures;university hospital;utilization;academic medical centers;ambulatory care facilities;humans;integrative medicine;massage
60,"A PLACEBO CONTROLLED, RANDOMIZED, PROSPECTIVE AND COMPARATIVE STUDY TO ASSESS THE EFFICACY AND SAFETY OF DABUR LAL TAIL MASSAGE ON THE GROWTH AND BEHAVIORAL ASSESSMENTOF NEONATES AND INFANTS",alkaline phosphatase;ayurvedic drug;calcium;phosphorus;placebo;triacylglycerol;absence of side effects;anthropometric parameters;article;black gram;body growth;bone strength;boraginaceae;comparative study;convolvulus;developmental;age and growth parameters;drug efficacy;drug safety;female;human;individual behavior assessment;infant;male;massage;newborn;ossification;pine;prospective study;questionnaire;randomized controlled trial;sesame;sleep;treatment response
61,CONGENITAL NASOLACRIMAL DUCT OBSTRUCTION CONSERVATIVE TREATMENT IN INFANTS USING DIFFERENT TECHNIQUES OF NASOLACRIMAL DUCT MASSAGE,article;controlled study;eye malformation;female;human;infant;major clinical study;male;massage;nasolacrimal duct obstruction;newborn;prospective study;randomized controlled trial
62,COMPARISON OF FOOT BATHING AND FOOT MASSAGE IN CHEMOTHERAPY-INDUCED PERIPHERAL NEUROPATHY,fluorouracil;folinic acid;oxaliplatin;antineoplastic agent;adult;article;bath;chemotherapy induced peripheral neuropathy;clinical article;controlled study;female;foot bathing;foot massage;hospital patient;human;intermethod comparison;intervention study;laboratory test;male;massage;neurotoxicity;peripheral neuropathy;priority journal;quality of life;quasi experimental study;skin temperature;university hospital;aged;case control study;chemically induced;comparative study;foot;hydrotherapy;massage;middle aged;neoplasms;pathology;pathophysiology;patient satisfaction;peripheral nervous system diseases;procedures;quality of life;risk assessment;severity of illness index;south korea;statistics and numerical data;treatment outcome;aged;antineoplastic agents;case-control studies;female;foot;humans;hydrotherapy;male;massage;middle aged;neoplasms;patient satisfaction;peripheral nervous system diseases;quality of life;republic of korea;risk assessment;severity of illness index;treatment outcome
63,DEVELOPING AN EDUCATIONAL DVD ON THE USE OF HAND MASSAGE IN THE CARE OF PEOPLE WITH DEMENTIA: AN INNOVATION,caregiver;compact disk;dementia;education;health care personnel;human;massage;procedures;psychology;caregivers;compact disks;dementia;health personnel;humans;massage
64,THE IMPACT OF ABDOMINAL MASSAGE ADMINISTERED TO INTUBATED AND ENTERALLY FED PATIENTS ON THE DEVELOPMENT OF VENTILATOR-ASSOCIATED PNEUMONIA: A RANDOMIZED CONTROLLED STUDY,abdomen;adverse effects;aged;controlled study;critical illness;enteric feeding;female;human;male;massage;nursing;pneumonia;ventilator-associated;randomized controlled trial;abdomen;aged;critical illness;enteral nutrition;female;humans;male;massage;pneumonia;ventilator-associated
65,CHINESE MASSAGE COMBINED WITH CORE STABILITY EXERCISES FOR NONSPECIFIC LOW BACK PAIN: A RANDOMIZED CONTROLLED TRIAL,adult;article;chinese massage;controlled study;core stability exercise;disease duration;exercise;female;follow up;human;kinesiotherapy;low back pain;major clinical study;male;massage;oswestry disability index;outcome assessment;prospective study;randomized controlled trial;recurrence risk;therapy effect;treatment duration;visual analog scale;exercise;low back pain;massage;middle aged;pain measurement;physiology;procedures;treatment outcome;exercise;exercise therapy;female;humans;low back pain;male;massage;middle aged;pain measurement;prospective studies;treatment outcome
66,MODIFIED CAROTID SINUS MASSAGE USING AN ULTRASONOGRAPHY FOR MAXIMIZING VAGAL TONE: A CROSSOVER SIMULATION STUDY,adult;article;carotid artery bifurcation;carotid artery pulse;carotid sinus massage;common carotid artery;crossover procedure;descriptive research;echography;female;heart rate;human;male;medical student;normal human;pilot study;pressure;priority journal;prospective study;sinus rhythm;vagus tone;carotid sinus;controlled study;cross-over studies;electrocardiography;female;healthy volunteers;heart rate;humans;male;massage;methods;prospective studies;randomized controlled trial;tachycardia;paroxysmal;tachycardia;supraventricular;ultrasonography;adult;carotid sinus;cross-over studies;electrocardiography;female;healthy volunteers;heart rate;humans;male;massage;prospective studies;tachycardia;paroxysmal;tachycardia;supraventricular
67,"MASSAGE TREATMENT AND MEDIAL TIBIAL STRESS SYNDROME, A COMMENTARY TO PROVOKE THOUGHT ABOUT THE WAY MASSAGE THERAPY IS USED IN THE TREATMENT OF MTSS",article;body position;bone bowing;bone remodeling;human;massage;medial tibial stress syndrome;muscle fatigue;muscle training;osteopathic medicine;physiotherapy;stretching exercise;analgesia;complication;evidence based medicine;massage;medial tibial stress syndrome;procedures;treatment outcome;evidence-based medicine;humans;massage;medial tibial stress syndrome;pain management;treatment outcome
68,A RANDOMIZED CONTROLLED TRIAL ON THE EFFECTIVENESS OF COURT-TYPE TRADITIONAL THAI MASSAGE VERSUS AMITRIPTYLINE IN PATIENTS WITH CHRONIC TENSION-TYPE HEADACHE,amitriptyline;adult;aged;algometer;alternative medicine;article;back;chronic tension headache;controlled study;court type traditional thai massage;female;follow up;hardness;head;heart rate variability;human;major clinical study;male;massage;neck;outcome assessment;perception;pressure pain threshold;priority journal;randomized controlled trial;shoulder;thailand;traditional medicine;treatment outcome;visual analog scale
69,EFFECTS OF MASSAGE TREATMENT COMBINED WITH TOPICAL CACTUS AND ALOE ON PUERPERAL MILK STASIS,aloe vera extract;cactus extract;plant extract;unclassified drug;adult;aloe vera;antibacterial activity;antiinflammatory activity;article;breast disease;breast feeding;cactus;controlled study;drug efficacy;feeding behavior;female;human;major clinical study;massage;mastalgia;medicinal plant;opuntia;opuntia dillenii;plant leaf;priority journal;puerperal milk stasis;aloe;cactaceae;compression bandage;lactation;lactation disorders;massage;pathophysiology;physiology;phytotherapy;procedures;puerperal disorders;randomized controlled trial;topical drug administration;treatment outcome;administration;topical;adult;aloe;breast feeding;cactaceae;compression bandages;female;humans;lactation;lactation disorders;massage;phytotherapy;plants;medicinal;puerperal disorders;treatment outcome
70,A COMPARATIVE STUDY TO ASSESS THE EFFECT OF OIL MASSAGE VS KANGAROO MOTHER CARE ON CHANGES IN THE PHYSIOLOGICAL AND NEUROBEHAVIOURAL PARAMETERS AMONG LOW BIRTH WEIGHT BABIES,article;body height;body temperature;body weight;breast feeding;chest circumference;clinical effectiveness;cognitive development;comparative study;controlled study;female;habituation;head circumference;human;india;kangaroo care;low birth weight;massage;mother child relation;motor activity;newborn;newborn intensive care;oil massage;physical development;randomized controlled trial;reflex;scoring system;sleep;weight gain
71,KNEE ARTHRITIS PAIN IS REDUCED AND RANGE OF MOTION IS INCREASED FOLLOWING MODERATE PRESSURE MASSAGE THERAPY,arthralgia;cohort analysis;female;health care personnel;human;joint characteristics and functions;knee;massage;middle aged;pathophysiology;physiology;procedures;arthralgia;cohort studies;female;health personnel;humans;knee joint;massage;middle aged;range of motion;articular
72,EFFECTS OF TRADITIONAL THAI SELF-MASSAGE USING A WILAI MASSAGE STICK™ VERSUS IBUPROFEN IN PATIENTS WITH UPPER BACK PAIN ASSOCIATED WITH MYOFASCIAL TRIGGER POINTS: A RANDOMIZED CONTROLLED TRIAL,
73,SOCIAL WORK IN HEALTH CARE WHEN CONVENTIONAL MEETS COMPLEMENTARY: NONSPECIFIC BACK PAIN AND MASSAGE THERAPY,back pain;economics;female;health promotion;human;male;massage;social work;back pain;female;health promotion;humans;male;massage;social work
74,RECONSIDERING THE EFFECTIVENESS AND SAFETY OF CAROTID SINUS MASSAGE AS A THERAPEUTIC INTERVENTION IN PATIENTS WITH SUPRAVENTRICULAR TACHYCARDIA,adenosine;verapamil;article;carotid sinus massage;comparative study;electrostimulation;hand disease;hematoma;hoarseness;human;meta analysis;motor dysfunction;neck pain;neurological complication;observational study;paresthesia;paroxysmal supraventricular tachycardia;patient safety;priority journal;prospective study;randomized controlled trial (topic);sinus rhythm;supraventricular tachycardia;valsalva maneuver;visual disorder;vocal cord paralysis;water immersion;weakness;carotid sinus;heart massage;pathophysiology;tachycardia;supraventricular;carotid sinus;heart massage;humans;tachycardia;supraventricular
75,EFFECTS OF THAI MASSAGE ON SPASTICITY IN YOUNG PEOPLE WITH CEREBRAL PALSY,adolescent;adult;article;assessment of humans;cerebral palsy;child;clinical article;controlled study;female;human;male;massage;modified ashworth scale;prospective study;randomized controlled trial;spasticity;treatment outcome;cerebral palsy;leg;massage;muscle spasticity;pathophysiology;procedures;quadriceps femoris muscle;thailand;adolescent;cerebral palsy;child;female;humans;lower extremity;male;massage;muscle spasticity;prospective studies;quadriceps muscle;thailand
76,MASSAGE THERAPY HAS SHORT-TERM BENEFITS FOR PEOPLE WITH COMMON MUSCULOSKELETAL DISORDERS COMPARED TO NO TREATMENT: A SYSTEMATIC REVIEW,human;massage;musculoskeletal diseases;procedures;treatment outcome;humans;massage;musculoskeletal diseases;treatment outcome
77,META-ANALYSIS OF MASSAGE THERAPY ON CANCER PAIN,antineoplastic agent;aromatherapy;article;bibliographic database;cancer chemotherapy;cancer pain;cancer patient;cancer surgery;cinahl;cochrane library;confidence interval;disease severity;embase;follow up;foot;human;massage;medline;meta analysis;multicenter study (topic);music therapy;patient care;pedro;postoperative pain;priority journal;randomized controlled trial (topic);rating scale;reflexology;risk reduction;systematic review;therapy effect;treatment duration;treatment outcome;alternative medicine;analgesia;complication;massage;neoplasm;pain;procedures;complementary therapies;humans;massage;neoplasms;pain;pain management;randomized controlled trials as topic
78,EFFECT OF PERINEAL MASSAGE ON THE RATE OF EPISIOTOMY AND PERINEAL TEARING,glycerol;adult;article;controlled study;episiotomy;female;gestational age;human;labor stage 1;labor stage 2;laceration;massage;normal human;outcome assessment;perineal massage;perineal tear;perineum injury;pregnant woman;priority journal;randomized controlled trial;therapy effect;turkey (republic);vaginal delivery;young adult;episiotomy;injuries;lacerations;massage;obstetric labor complications;perineum;pregnancy;procedures;statistics and numerical data;turkey;adult;episiotomy;female;humans;lacerations;massage;obstetric labor complications;perineum;pregnancy;turkey;young adult
